campaign_id,business_name,category,business_location,promo,start_time,end_time,target_group,budget
CMP_3988_C86,Raj Bazaar,Ethnic Fashion (Sarees/Kurtas),Kolkata,Bill Payment Offer: Save Movie Ticket Voucher% on your next electricity bill Get Offer Limited Time Offer!,2025-04-07 19:27:55,2025-07-04 13:27:55,Senior Citizens (60+),1000000
CMP_5971_E87,Shah Kirana,Event Management,Indore,Monsoon Magic: Flat ₹250 Cashback on Chai & Pakora orders Limited Time Offer! *Min. spend required.,2025-04-29 19:59:19,2025-07-04 12:59:19,Tech Enthusiasts,166000
CMP_5200_C88,Nagpur Digital Solutions,Gold & Jewellery,Nagpur,Weekend Getaway Deal: ₹500 OFF on trips to Kerala Backwaters! Recharge Now Offer Ends Soon!,2025-05-08 06:30:45,2025-05-11 18:30:45,Cricket Fans,12500
CMP_6086_C89,Singh AC Service,Beauty & Personal Care,Delhi (NCR),Upgrade Offer: Exchange your old Television for new & get ₹1500 bonus Explore Collection *Min. spend required.,2025-05-04 07:15:43,2025-07-04 04:15:43,Senior Citizens (60+),407600
CMP_5601_C90,Kochi Tours & Travels,IT Services,Kochi,Flash Sale Alert: ₹500 OFF for next 3 hours! Claim Now Ending Midnight! *T&C Apply.,2025-05-17 07:55:29,2025-07-22 05:55:29,Salaried Employees,759100
CMP_4383_B91,Agarwal Bakery,Hotel Bookings,Shimla,Rakhi Special: Buy Silver Coin Get 1 Free on gifts *New users only.,2025-05-11 21:05:50,2025-06-02 10:05:50,Job Seekers,79200
CMP_8547_C92,Quick Solutions,Event Management,Nashik,App Exclusive Deal: Designer Diya Set% Extra Discount! Weekend Deal! *Offer valid in Nashik.,2025-05-20 04:00:15,2025-07-06 01:00:15,Senior Citizens (60+),172700
CMP_3890_C93,StarLink,Regional Film Promotions,Goa,Navratri Nights Discount: 25% OFF on Garba passes/ethnic wear Explore Collection Offer Ends Soon!,2025-04-03 20:37:08,2025-05-30 08:37:08,Newly Married Couples,126600
CMP_5729_D94,QuickBasket,Astrology Services,Rishikesh,IPL Fever: Predict & Win Discount Coupon worth ₹150 Download App Offer Ends Soon! *Selected items only.,2025-05-16 21:33:17,2025-06-09 03:33:17,Music Lovers,50700
CMP_3485_A95,UrbanLink,Amusement Parks,Indore,Monsoon Magic: Flat ₹150 Cashback on Chai & Pakora orders Learn More Limited Time Offer! *Selected items only.,2025-03-25 12:11:13,2025-06-02 16:11:13,Students (Exam Prep),175100
CMP_4443_A96,Star Hub,Matrimonial Services,Thane,Bill Payment Offer: Save Handicraft Item% on your next electricity bill Recharge Now Festive Special! *New users only.,2025-05-09 22:16:05,2025-07-05 22:16:05,Fashion Shoppers,130400
CMP_5781_E97,Das Pharmacy,Real Estate,Ahmedabad,Holi Hungama: 20% OFF on all colours! Download App Today Only! *New users only.,2025-05-14 15:08:47,2025-06-04 08:08:47,Newly Married Couples,368800
CMP_2725_C98,StarSolutions,Seafood Restaurants,Udaipur,Shaadi Season Special: 10% Discount on Wedding Collection Today Only! *New users only.,2025-04-09 14:33:34,2025-04-28 11:33:34,Travel Buffs,59500
CMP_8225_C99,Parampara Life Store,Bill Payments (Electricity/Water),Udaipur,New Arrival Launch Offer: Get Bluetooth Speaker% introductory discount Claim Now,2025-04-19 09:45:30,2025-06-14 14:45:30,Families with Kids,165100
CMP_6044_E00,Apna Online,IT Services,Lucknow,App Exclusive Deal: Kurta% Extra Discount! Explore Collection Offer Ends Soon! *New users only.,2025-05-20 05:07:09,2025-07-31 16:07:09,Patients (Pharmacy),806800
